zip,city,region,district
77632,dong hoi,central,district #24
77639,quy nhon,central,district #24
77640,nha trang,central,district #24
77641,dong hoi,central,district #24
77642,hoi an,central,district #24
77643,phan rang-thap cham,central,district #24
77650,tuy hoa,central,district #24
77651,kon tum,central,district #24
77655,da nang,central,district #24
77656,dong hoi,central,district #24
77657,quang ngai,central,district #24
77659,phan thiet,central,district #24
77660,tam ky,central,district #24
77661,kon tum,central,district #24
77662,hoi an,central,district #24
77663,phan thiet,central,district #24
77664,quang ngai,central,district #24
77665,kon tum,central,district #24
77670,hoi an,central,district #24
77701,nha trang,central,district #24
77702,quang ngai,central,district #24
77703,quang ngai,central,district #24
77704,hue,central,district #24
77705,dong hoi,central,district #24
77706,quy nhon,central,district #24
77707,hue,central,district #24
77708,quang ngai,central,district #24
77709,tuy hoa,central,district #24
77710,da nang,central,district #24
77713,kon tum,central,district #24
77720,dong hoi,central,district #24
77725,nha trang,central,district #24
77726,phan rang-thap cham,central,district #24
73960,phan thiet,central,district #21
79001,kon tum,central,district #21
79002,phan rang-thap cham,central,district #21
79003,hoi an,central,district #21
79005,hue,central,district #21
79007,hoi an,central,district #21
79008,phan thiet,central,district #21
79010,nha trang,central,district #21
79011,nha trang,central,district #21
79012,phan thiet,central,district #21
79013,hoi an,central,district #21
79014,quy nhon,central,district #21
79015,nha trang,central,district #21
79016,nha trang,central,district #21
79018,dong hoi,central,district #21
79019,tuy hoa,central,district #21
79022,nha trang,central,district #21
79024,da nang,central,district #21
79025,dong hoi,central,district #21
79029,quang ngai,central,district #21
79033,dong hoi,central,district #21
79034,tam ky,central,district #21
79036,phan rang-thap cham,central,district #21
79039,dong hoi,central,district #21
79040,phan rang-thap cham,central,district #21
79042,tuy hoa,central,district #21
79044,tam ky,central,district #21
79045,nha trang,central,district #21
79046,quang ngai,central,district #21
79051,dong hoi,central,district #21
79052,quang ngai,central,district #21
79054,quang ngai,central,district #21
79056,quy nhon,central,district #21
79057,hue,central,district #21
79058,tam ky,central,district #21
79059,phan thiet,central,district #21
79061,tuy hoa,central,district #21
79062,phan rang-thap cham,central,district #21
79065,tuy hoa,central,district #21
79066,kon tum,central,district #21
79068,hoi an,central,district #21
79070,tuy hoa,central,district #21
79077,da nang,central,district #21
79078,hoi an,central,district #21
79079,da nang,central,district #21
79080,tam ky,central,district #21
79081,hue,central,district #21
79083,quy nhon,central,district #21
79084,hue,central,district #21
79086,da nang,central,district #21
79087,tam ky,central,district #21
79088,quy nhon,central,district #21
79091,tam ky,central,district #21
79092,quy nhon,central,district #21
79093,quy nhon,central,district #21
79094,da nang,central,district #21
79095,tam ky,central,district #21
79096,phan thiet,central,district #21
79097,hue,central,district #21
79098,hue,central,district #21
79101,phan rang-thap cham,central,district #21
79102,quang ngai,central,district #21
79103,nha trang,central,district #21
79104,phan rang-thap cham,central,district #21
79105,nha trang,central,district #21
79106,dong hoi,central,district #21
79107,quang ngai,central,district #21
79108,hoi an,central,district #21
79109,phan rang-thap cham,central,district #21
79110,dong hoi,central,district #21
79111,hoi an,central,district #21
79114,phan rang-thap cham,central,district #21
79116,dong hoi,central,district #21
79117,phan thiet,central,district #21
79118,phan rang-thap cham,central,district #21
79119,nha trang,central,district #21
79120,kon tum,central,district #21
79121,da nang,central,district #21
79124,quy nhon,central,district #21
79159,dong hoi,central,district #21
79166,quang ngai,central,district #21
79168,hoi an,central,district #21
79172,hoi an,central,district #21
79174,phan rang-thap cham,central,district #21
79178,phan thiet,central,district #21
79185,tuy hoa,central,district #21
79189,quang ngai,central,district #21
79226,phan rang-thap cham,central,district #21
79233,hoi an,central,district #21
79237,kon tum,central,district #21
79239,hue,central,district #21
79240,dong hoi,central,district #21
79245,quy nhon,central,district #21
79251,phan thiet,central,district #21
79255,hoi an,central,district #21
79257,dong hoi,central,district #21
79261,hue,central,district #21
75411,hoi an,central,district #25
75412,quy nhon,central,district #25
75415,phan rang-thap cham,central,district #25
75416,nha trang,central,district #25
75417,tuy hoa,central,district #25
75420,quang ngai,central,district #25
75421,kon tum,central,district #25
75425,nha trang,central,district #25
75426,hoi an,central,district #25
75428,phan thiet,central,district #25
75429,nha trang,central,district #25
75431,hoi an,central,district #25
75432,phan rang-thap cham,central,district #25
75433,phan rang-thap cham,central,district #25
75434,da nang,central,district #25
75435,phan thiet,central,district #25
75436,dong hoi,central,district #25
75437,nha trang,central,district #25
75438,quang ngai,central,district #25
75441,hoi an,central,district #25
75446,hoi an,central,district #25
75448,hue,central,district #25
75449,hue,central,district #25
75450,quang ngai,central,district #25
75455,phan rang-thap cham,central,district #25
75456,tam ky,central,district #25
75457,da nang,central,district #25
75460,tam ky,central,district #25
75461,tuy hoa,central,district #25
75462,phan thiet,central,district #25
75468,tuy hoa,central,district #25
75469,quy nhon,central,district #25
75470,dong hoi,central,district #25
75471,da nang,central,district #25
75473,quy nhon,central,district #25
75477,quang ngai,central,district #25
75478,da nang,central,district #25
75481,da nang,central,district #25
75482,phan rang-thap cham,central,district #25
75483,hoi an,central,district #25
75486,hue,central,district #25
75487,dong hoi,central,district #25
75488,nha trang,central,district #25
75492,kon tum,central,district #25
75493,kon tum,central,district #25
75501,phan rang-thap cham,central,district #25
75503,nha trang,central,district #25
75504,phan thiet,central,district #25
75505,nha trang,central,district #25
75507,hoi an,central,district #25
75550,kon tum,central,district #25
75551,tuy hoa,central,district #25
75554,hue,central,district #25
75555,phan thiet,central,district #25
75556,hue,central,district #25
75559,tuy hoa,central,district #25
75560,tam ky,central,district #25
75561,da nang,central,district #25
75562,phan rang-thap cham,central,district #25
75563,tuy hoa,central,district #25
75565,phan thiet,central,district #25
75566,dong hoi,central,district #25
75567,phan rang-thap cham,central,district #25
75568,phan thiet,central,district #25
75569,kon tum,central,district #25
75570,quang ngai,central,district #25
75571,da nang,central,district #25
75572,quy nhon,central,district #25
75573,dong hoi,central,district #25
75574,hue,central,district #25
75599,hue,central,district #25
75001,quy nhon,central,district #22
75002,phan thiet,central,district #22
75006,nha trang,central,district #22
75007,kon tum,central,district #22
75009,phan rang-thap cham,central,district #22
75010,nha trang,central,district #22
75011,hoi an,central,district #22
75013,phan rang-thap cham,central,district #22
75014,phan rang-thap cham,central,district #22
75015,dong hoi,central,district #22
75016,kon tum,central,district #22
75017,hue,central,district #22
75019,quy nhon,central,district #22
75020,dong hoi,central,district #22
75021,da nang,central,district #22
75022,kon tum,central,district #22
75023,quang ngai,central,district #22
75024,nha trang,central,district #22
75025,hoi an,central,district #22
75026,da nang,central,district #22
75027,dong hoi,central,district #22
75028,kon tum,central,district #22
75029,da nang,central,district #22
75030,quy nhon,central,district #22
75032,dong hoi,central,district #22
75033,tam ky,central,district #22
75034,dong hoi,central,district #22
75035,tuy hoa,central,district #22
75038,kon tum,central,district #22
75039,dong hoi,central,district #22
75040,tuy hoa,central,district #22
75041,nha trang,central,district #22
75042,hue,central,district #22
75043,hue,central,district #22
75044,hue,central,district #22
75045,phan rang-thap cham,central,district #22
75046,da nang,central,district #22
75047,tam ky,central,district #22
75048,dong hoi,central,district #22
75049,tuy hoa,central,district #22
75050,da nang,central,district #22
75051,phan thiet,central,district #22
75052,tam ky,central,district #22
75053,da nang,central,district #22
75054,hue,central,district #22
75056,phan thiet,central,district #22
75057,kon tum,central,district #22
75058,phan rang-thap cham,central,district #22
75060,quy nhon,central,district #22
75061,kon tum,central,district #22
75062,nha trang,central,district #22
75063,hoi an,central,district #22
75065,phan rang-thap cham,central,district #22
75067,nha trang,central,district #22
75068,quang ngai,central,district #22
75069,dong hoi,central,district #22
75070,hue,central,district #22
75071,kon tum,central,district #22
75074,hue,central,district #22
75075,kon tum,central,district #22
75076,nha trang,central,district #22
75077,tam ky,central,district #22
75078,nha trang,central,district #22
75080,quang ngai,central,district #22
75081,da nang,central,district #22
75082,hoi an,central,district #22
75083,quang ngai,central,district #22
75085,tuy hoa,central,district #22
75086,kon tum,central,district #22
75087,phan thiet,central,district #22
75088,kon tum,central,district #22
75089,phan rang-thap cham,central,district #22
75090,phan rang-thap cham,central,district #22
75091,quy nhon,central,district #22
75092,phan thiet,central,district #22
75093,kon tum,central,district #22
75094,quang ngai,central,district #22
75097,hue,central,district #22
75098,da nang,central,district #22
75099,tam ky,central,district #22
75101,dong hoi,central,district #22
75104,quang ngai,central,district #22
75105,phan thiet,central,district #22
75106,quang ngai,central,district #22
75114,dong hoi,central,district #22
75115,phan rang-thap cham,central,district #22
75116,phan thiet,central,district #22
75118,dong hoi,central,district #22
75119,quang ngai,central,district #22
75120,da nang,central,district #22
75121,dong hoi,central,district #22
75123,hoi an,central,district #22
75125,quy nhon,central,district #22
75126,quang ngai,central,district #22
75132,da nang,central,district #22
75134,tuy hoa,central,district #22
75135,nha trang,central,district #22
75137,quang ngai,central,district #22
75138,quy nhon,central,district #22
75141,quy nhon,central,district #22
75142,quy nhon,central,district #22
75143,da nang,central,district #22
75146,hoi an,central,district #22
75149,phan rang-thap cham,central,district #22
75150,hue,central,district #22
75152,tam ky,central,district #22
75154,hue,central,district #22
75155,quang ngai,central,district #22
75157,dong hoi,central,district #22
75158,tam ky,central,district #22
75159,phan rang-thap cham,central,district #22
75160,nha trang,central,district #22
75161,quang ngai,central,district #22
75164,nha trang,central,district #22
75165,quang ngai,central,district #22
75166,da nang,central,district #22
75167,nha trang,central,district #22
75168,tuy hoa,central,district #22
75169,phan rang-thap cham,central,district #22
75172,nha trang,central,district #22
75173,nha trang,central,district #22
75180,nha trang,central,district #22
75181,nha trang,central,district #22
75182,kon tum,central,district #22
75185,dong hoi,central,district #22
75187,quy nhon,central,district #22
75189,tam ky,central,district #22
75401,quang ngai,central,district #22
75402,quang ngai,central,district #22
75403,quy nhon,central,district #22
75404,kon tum,central,district #22
75407,nha trang,central,district #22
75409,tam ky,central,district #22
75413,da nang,central,district #22
75414,tam ky,central,district #22
75418,phan thiet,central,district #22
75422,kon tum,central,district #22
75423,tam ky,central,district #22
75424,hue,central,district #22
75439,tuy hoa,central,district #22
75442,dong hoi,central,district #22
75443,kon tum,central,district #22
75447,quang ngai,central,district #22
75452,da nang,central,district #22
75453,phan thiet,central,district #22
75454,tuy hoa,central,district #22
75458,phan rang-thap cham,central,district #22
75459,hue,central,district #22
75472,tam ky,central,district #22
75474,tam ky,central,district #22
75475,nha trang,central,district #22
75476,phan thiet,central,district #22
75479,hoi an,central,district #22
75485,da nang,central,district #22
75489,hoi an,central,district #22
75490,kon tum,central,district #22
75491,hue,central,district #22
75495,quang ngai,central,district #22
75496,hoi an,central,district #22
76001,quy nhon,central,district #22
76002,quang ngai,central,district #22
76003,da nang,central,district #22
76004,hoi an,central,district #22
76005,dong hoi,central,district #22
76006,da nang,central,district #22
76007,tam ky,central,district #22
76008,dong hoi,central,district #22
76009,hoi an,central,district #22
76010,hue,central,district #22
76011,tam ky,central,district #22
76012,tuy hoa,central,district #22
76013,da nang,central,district #22
76014,quy nhon,central,district #22
76015,kon tum,central,district #22
76016,quy nhon,central,district #22
76017,nha trang,central,district #22
76018,tuy hoa,central,district #22
76019,tam ky,central,district #22
76020,quy nhon,central,district #22
76021,phan rang-thap cham,central,district #22
76022,da nang,central,district #22
76023,tuy hoa,central,district #22
76028,quy nhon,central,district #22
76031,phan thiet,central,district #22
76033,tuy hoa,central,district #22
76034,kon tum,central,district #22
76035,hue,central,district #22
76036,hoi an,central,district #22
76039,phan thiet,central,district #22
76040,quy nhon,central,district #22
76041,phan rang-thap cham,central,district #22
76043,tuy hoa,central,district #22
76044,tam ky,central,district #22
76048,da nang,central,district #22
76049,da nang,central,district #22
76050,tuy hoa,central,district #22
76051,hue,central,district #22
76052,da nang,central,district #22
76053,hoi an,central,district #22
76054,phan thiet,central,district #22
76055,dong hoi,central,district #22
76058,tuy hoa,central,district #22
76059,dong hoi,central,district #22
76060,quang ngai,central,district #22
76061,nha trang,central,district #22
76063,tam ky,central,district #22
76064,quang ngai,central,district #22
76065,kon tum,central,district #22
76066,phan thiet,central,district #22
76067,tuy hoa,central,district #22
76068,phan rang-thap cham,central,district #22
76070,phan rang-thap cham,central,district #22
76071,tuy hoa,central,district #22
76073,phan rang-thap cham,central,district #22
76077,da nang,central,district #22
76078,da nang,central,district #22
76082,tam ky,central,district #22
76084,da nang,central,district #22
76085,quy nhon,central,district #22
76086,hoi an,central,district #22
76087,kon tum,central,district #22
76088,dong hoi,central,district #22
76092,da nang,central,district #22
76093,dong hoi,central,district #22
76094,tuy hoa,central,district #22
76095,nha trang,central,district #22
76096,phan thiet,central,district #22
76097,kon tum,central,district #22
76098,kon tum,central,district #22
76099,hue,central,district #22
76101,tam ky,central,district #22
76102,phan rang-thap cham,central,district #22
76103,tam ky,central,district #22
76104,tam ky,central,district #22
76105,nha trang,central,district #22
76106,tam ky,central,district #22
76107,tuy hoa,central,district #22
76108,da nang,central,district #22
76109,phan rang-thap cham,central,district #22
76110,tuy hoa,central,district #22
76111,hue,central,district #22
76112,phan rang-thap cham,central,district #22
76113,quang ngai,central,district #22
76114,nha trang,central,district #22
76115,tam ky,central,district #22
76116,quang ngai,central,district #22
76117,hoi an,central,district #22
76118,dong hoi,central,district #22
76119,dong hoi,central,district #22
76120,quy nhon,central,district #22
76121,tam ky,central,district #22
76122,dong hoi,central,district #22
76123,quang ngai,central,district #22
76124,tam ky,central,district #22
76126,kon tum,central,district #22
76127,phan thiet,central,district #22
76129,quy nhon,central,district #22
76130,tuy hoa,central,district #22
76131,phan rang-thap cham,central,district #22
76132,hue,central,district #22
76133,dong hoi,central,district #22
76134,phan rang-thap cham,central,district #22
76135,da nang,central,district #22
76136,quy nhon,central,district #22
76137,phan rang-thap cham,central,district #22
76140,kon tum,central,district #22
76147,kon tum,central,district #22
76148,dong hoi,central,district #22
76150,da nang,central,district #22
76155,da nang,central,district #22
76161,phan rang-thap cham,central,district #22
76162,tuy hoa,central,district #22
76163,hoi an,central,district #22
76164,hue,central,district #22
76166,hue,central,district #22
76177,phan thiet,central,district #22
76179,phan rang-thap cham,central,district #22
76180,kon tum,central,district #22
76181,hue,central,district #22
76182,tuy hoa,central,district #22
76185,kon tum,central,district #22
76191,quang ngai,central,district #22
76192,phan rang-thap cham,central,district #22
76193,dong hoi,central,district #22
76195,da nang,central,district #22
76196,tam ky,central,district #22
76197,nha trang,central,district #22
76198,hue,central,district #22
76199,dong hoi,central,district #22
76201,kon tum,central,district #22
76202,da nang,central,district #22
76203,nha trang,central,district #22
76204,tuy hoa,central,district #22
76205,nha trang,central,district #22
76206,hue,central,district #22
76207,hoi an,central,district #22
76208,da nang,central,district #22
76209,kon tum,central,district #22
76210,tam ky,central,district #22
76225,kon tum,central,district #22
76226,tuy hoa,central,district #22
76227,quy nhon,central,district #22
76228,kon tum,central,district #22
76230,nha trang,central,district #22
76233,hoi an,central,district #22
76234,phan rang-thap cham,central,district #22
76238,quang ngai,central,district #22
76239,tam ky,central,district #22
76240,dong hoi,central,district #22
76241,kon tum,central,district #22
76244,nha trang,central,district #22
76245,phan thiet,central,district #22
76246,phan thiet,central,district #22
76247,phan rang-thap cham,central,district #22
76248,hue,central,district #22
76249,hue,central,district #22
76250,hue,central,district #22
76251,tuy hoa,central,district #22
76252,quy nhon,central,district #22
76253,kon tum,central,district #22
76255,da nang,central,district #22
76258,quy nhon,central,district #22
76259,nha trang,central,district #22
76261,phan thiet,central,district #22
76262,hue,central,district #22
76263,quy nhon,central,district #22
76264,phan thiet,central,district #22
76265,kon tum,central,district #22
76266,phan thiet,central,district #22
76267,dong hoi,central,district #22
76268,hue,central,district #22
76270,hue,central,district #22
76271,quy nhon,central,district #22
76272,tam ky,central,district #22
76273,quang ngai,central,district #22
76299,da nang,central,district #22
76301,tuy hoa,central,district #22
76302,quy nhon,central,district #22
76305,hue,central,district #22
76306,phan thiet,central,district #22
76307,quy nhon,central,district #22
76308,hoi an,central,district #22
76309,tam ky,central,district #22
76310,kon tum,central,district #22
76311,phan rang-thap cham,central,district #22
76351,hue,central,district #22
76352,tuy hoa,central,district #22
76354,dong hoi,central,district #22
76357,phan thiet,central,district #22
76360,kon tum,central,district #22
76363,tuy hoa,central,district #22
76364,dong hoi,central,district #22
76365,quy nhon,central,district #22
76366,phan thiet,central,district #22
76367,kon tum,central,district #22
76369,kon tum,central,district #22
76370,kon tum,central,district #22
76371,dong hoi,central,district #22
76372,kon tum,central,district #22
76373,phan rang-thap cham,central,district #22
76374,hoi an,central,district #22
76377,da nang,central,district #22
76379,kon tum,central,district #22
76380,tam ky,central,district #22
76384,phan thiet,central,district #22
76385,nha trang,central,district #22
76388,quy nhon,central,district #22
76389,phan rang-thap cham,central,district #22
76401,quang ngai,central,district #22
76402,tuy hoa,central,district #22
76424,nha trang,central,district #22
76426,dong hoi,central,district #22
76427,tam ky,central,district #22
76429,kon tum,central,district #22
76430,tam ky,central,district #22
76431,hue,central,district #22
76432,tuy hoa,central,district #22
76433,kon tum,central,district #22
76435,phan thiet,central,district #22
76437,hue,central,district #22
76439,kon tum,central,district #22
76442,quy nhon,central,district #22
76443,phan thiet,central,district #22
76444,dong hoi,central,district #22
76445,kon tum,central,district #22
76446,quy nhon,central,district #22
76448,dong hoi,central,district #22
76449,tuy hoa,central,district #22
76450,hue,central,district #22
76453,phan rang-thap cham,central,district #22
76454,hue,central,district #22
76458,phan rang-thap cham,central,district #22
76459,hue,central,district #22
76460,hoi an,central,district #22
76461,tam ky,central,district #22
76462,hoi an,central,district #22
76463,da nang,central,district #22
76464,da nang,central,district #22
76465,nha trang,central,district #22
76466,tam ky,central,district #22
76467,da nang,central,district #22
76468,hue,central,district #22
76469,dong hoi,central,district #22
76470,nha trang,central,district #22
76471,phan rang-thap cham,central,district #22
76472,phan thiet,central,district #22
76474,da nang,central,district #22
76475,kon tum,central,district #22
76476,tuy hoa,central,district #22
76481,phan rang-thap cham,central,district #22
76483,tam ky,central,district #22
76484,da nang,central,district #22
76485,phan thiet,central,district #22
76486,quang ngai,central,district #22
76487,da nang,central,district #22
76490,hue,central,district #22
76491,hoi an,central,district #22
76623,quy nhon,central,district #22
76627,tam ky,central,district #22
76636,tam ky,central,district #22
76651,phan thiet,central,district #22
76652,kon tum,central,district #22
76670,tuy hoa,central,district #22
76801,dong hoi,central,district #22
76802,phan thiet,central,district #22
76803,nha trang,central,district #22
76804,quang ngai,central,district #22
76821,dong hoi,central,district #22
76823,nha trang,central,district #22
76825,kon tum,central,district #22
76827,hoi an,central,district #22
76828,da nang,central,district #22
76834,nha trang,central,district #22
76836,phan rang-thap cham,central,district #22
76837,quy nhon,central,district #22
76841,hoi an,central,district #22
76845,phan thiet,central,district #22
76848,hue,central,district #22
76852,hue,central,district #22
76855,phan thiet,central,district #22
76857,nha trang,central,district #22
76858,da nang,central,district #22
76859,tam ky,central,district #22
76861,tuy hoa,central,district #22
76862,phan rang-thap cham,central,district #22
76865,hue,central,district #22
76866,nha trang,central,district #22
76872,dong hoi,central,district #22
76873,dong hoi,central,district #22
76875,dong hoi,central,district #22
76878,quy nhon,central,district #22
76882,phan thiet,central,district #22
76884,da nang,central,district #22
76886,phan rang-thap cham,central,district #22
76887,kon tum,central,district #22
76888,tuy hoa,central,district #22
76901,tam ky,central,district #22
76902,quy nhon,central,district #22
76903,tam ky,central,district #22
76904,hue,central,district #22
76905,hoi an,central,district #22
76906,dong hoi,central,district #22
76908,quang ngai,central,district #22
76909,tam ky,central,district #22
76930,tam ky,central,district #22
76932,da nang,central,district #22
76933,phan thiet,central,district #22
76934,kon tum,central,district #22
76935,hoi an,central,district #22
76936,nha trang,central,district #22
76937,dong hoi,central,district #22
76939,da nang,central,district #22
76940,hue,central,district #22
76941,phan thiet,central,district #22
76943,hoi an,central,district #22
76945,quang ngai,central,district #22
76949,phan thiet,central,district #22
76950,tuy hoa,central,district #22
76951,nha trang,central,district #22
76953,hue,central,district #22
76955,tuy hoa,central,district #22
76957,quy nhon,central,district #22
76958,kon tum,central,district #22
78851,dong hoi,central,district #22
79009,da nang,central,district #22
79021,nha trang,central,district #22
79027,tuy hoa,central,district #22
79031,tuy hoa,central,district #22
79032,tuy hoa,central,district #22
79035,hoi an,central,district #22
79041,hoi an,central,district #22
79043,hoi an,central,district #22
79053,tuy hoa,central,district #22
79063,da nang,central,district #22
79064,phan rang-thap cham,central,district #22
79072,nha trang,central,district #22
79073,tam ky,central,district #22
79082,hoi an,central,district #22
79085,tam ky,central,district #22
79201,phan rang-thap cham,central,district #22
79220,hoi an,central,district #22
79221,quang ngai,central,district #22
79223,da nang,central,district #22
79225,hoi an,central,district #22
79227,tuy hoa,central,district #22
79229,quang ngai,central,district #22
79230,dong hoi,central,district #22
79231,hoi an,central,district #22
79234,hoi an,central,district #22
79235,tam ky,central,district #22
79236,hue,central,district #22
79241,phan thiet,central,district #22
79243,nha trang,central,district #22
79244,tuy hoa,central,district #22
79247,hue,central,district #22
79248,dong hoi,central,district #22
79250,hoi an,central,district #22
79252,nha trang,central,district #22
79256,quy nhon,central,district #22
79258,hue,central,district #22
79259,hue,central,district #22
79311,phan rang-thap cham,central,district #22
79312,quy nhon,central,district #22
79313,quang ngai,central,district #22
79314,dong hoi,central,district #22
79316,dong hoi,central,district #22
79322,dong hoi,central,district #22
79323,kon tum,central,district #22
79324,dong hoi,central,district #22
79325,quy nhon,central,district #22
79326,nha trang,central,district #22
79329,phan rang-thap cham,central,district #22
79330,tam ky,central,district #22
79331,quang ngai,central,district #22
79336,phan rang-thap cham,central,district #22
79338,hoi an,central,district #22
79339,hoi an,central,district #22
79342,da nang,central,district #22
79343,da nang,central,district #22
79344,dong hoi,central,district #22
79345,quang ngai,central,district #22
79346,nha trang,central,district #22
79347,hoi an,central,district #22
79350,tuy hoa,central,district #22
79351,hue,central,district #22
79353,tuy hoa,central,district #22
79355,phan thiet,central,district #22
79356,tam ky,central,district #22
79357,tam ky,central,district #22
79358,quang ngai,central,district #22
79359,hue,central,district #22
79360,dong hoi,central,district #22
79363,quy nhon,central,district #22
79364,tam ky,central,district #22
79366,da nang,central,district #22
79367,phan thiet,central,district #22
79369,quy nhon,central,district #22
79370,da nang,central,district #22
79371,phan rang-thap cham,central,district #22
79372,kon tum,central,district #22
79373,quang ngai,central,district #22
79376,da nang,central,district #22
79377,kon tum,central,district #22
79378,hoi an,central,district #22
79379,hoi an,central,district #22
79380,tuy hoa,central,district #22
79381,nha trang,central,district #22
79382,hue,central,district #22
79383,tuy hoa,central,district #22
79401,nha trang,central,district #22
79402,phan thiet,central,district #22
79403,hue,central,district #22
79404,phan thiet,central,district #22
79405,tuy hoa,central,district #22
79406,hoi an,central,district #22
79407,quang ngai,central,district #22
79408,kon tum,central,district #22
79409,da nang,central,district #22
79410,phan rang-thap cham,central,district #22
79411,tam ky,central,district #22
79412,kon tum,central,district #22
79413,hoi an,central,district #22
79414,tuy hoa,central,district #22
79415,kon tum,central,district #22
79416,quy nhon,central,district #22
79423,hue,central,district #22
79424,quy nhon,central,district #22
79430,dong hoi,central,district #22
79452,dong hoi,central,district #22
79453,tam ky,central,district #22
79457,kon tum,central,district #22
79464,quang ngai,central,district #22
79490,dong hoi,central,district #22
79491,kon tum,central,district #22
79493,kon tum,central,district #22
79499,quy nhon,central,district #22
79501,nha trang,central,district #22
79502,tuy hoa,central,district #22
79503,quang ngai,central,district #22
79504,tam ky,central,district #22
79505,tuy hoa,central,district #22
79506,dong hoi,central,district #22
79508,phan thiet,central,district #22
79510,quy nhon,central,district #22
79511,phan rang-thap cham,central,district #22
79512,hoi an,central,district #22
79516,kon tum,central,district #22
79517,hue,central,district #22
79518,phan rang-thap cham,central,district #22
79519,hue,central,district #22
79520,phan thiet,central,district #22
79521,kon tum,central,district #22
79525,phan rang-thap cham,central,district #22
79526,phan rang-thap cham,central,district #22
79527,tam ky,central,district #22
79528,hoi an,central,district #22
79529,kon tum,central,district #22
79530,quang ngai,central,district #22
79532,phan rang-thap cham,central,district #22
79533,tuy hoa,central,district #22
79534,tuy hoa,central,district #22
79535,quy nhon,central,district #22
79536,tam ky,central,district #22
79537,tam ky,central,district #22
79538,dong hoi,central,district #22
79539,tuy hoa,central,district #22
79540,hoi an,central,district #22
79541,hoi an,central,district #22
79543,da nang,central,district #22
79544,quang ngai,central,district #22
79545,tuy hoa,central,district #22
79546,hoi an,central,district #22
79547,tuy hoa,central,district #22
79548,da nang,central,district #22
79549,phan thiet,central,district #22
79550,tuy hoa,central,district #22
79553,tuy hoa,central,district #22
79556,tuy hoa,central,district #22
79560,quy nhon,central,district #22
79561,kon tum,central,district #22
79562,tuy hoa,central,district #22
79563,hoi an,central,district #22
79565,kon tum,central,district #22
79566,tuy hoa,central,district #22
79567,nha trang,central,district #22
79601,kon tum,central,district #22
79602,hoi an,central,district #22
79603,dong hoi,central,district #22
79604,tuy hoa,central,district #22
79605,kon tum,central,district #22
79606,quang ngai,central,district #22
79607,kon tum,central,district #22
79608,nha trang,central,district #22
79697,phan rang-thap cham,central,district #22
79698,hoi an,central,district #22
79699,kon tum,central,district #22
79701,phan rang-thap cham,central,district #22
79702,dong hoi,central,district #22
79703,da nang,central,district #22
79704,tam ky,central,district #22
79705,hue,central,district #22
79706,kon tum,central,district #22
79707,quy nhon,central,district #22
79708,phan rang-thap cham,central,district #22
79710,phan thiet,central,district #22
79711,hue,central,district #22
79712,phan rang-thap cham,central,district #22
79713,nha trang,central,district #22
79714,hue,central,district #22
79718,nha trang,central,district #22
79719,quang ngai,central,district #22
79720,phan thiet,central,district #22
79721,tuy hoa,central,district #22
79730,hoi an,central,district #22
79731,nha trang,central,district #22
79733,nha trang,central,district #22
79734,tuy hoa,central,district #22
79735,quang ngai,central,district #22
79738,da nang,central,district #22
79739,da nang,central,district #22
79740,da nang,central,district #22
79741,kon tum,central,district #22
79742,quang ngai,central,district #22
79743,tam ky,central,district #22
79744,phan rang-thap cham,central,district #22
79745,hoi an,central,district #22
79748,da nang,central,district #22
79749,nha trang,central,district #22
79752,hoi an,central,district #22
79754,phan rang-thap cham,central,district #22
79755,phan rang-thap cham,central,district #22
79756,dong hoi,central,district #22
79758,phan thiet,central,district #22
79759,tam ky,central,district #22
79760,hoi an,central,district #22
79761,nha trang,central,district #22
79762,hue,central,district #22
79763,phan thiet,central,district #22
79764,dong hoi,central,district #22
79765,phan rang-thap cham,central,district #22
79766,nha trang,central,district #22
79768,tuy hoa,central,district #22
79769,nha trang,central,district #22
79770,tam ky,central,district #22
79772,dong hoi,central,district #22
79776,kon tum,central,district #22
79777,quang ngai,central,district #22
79778,tuy hoa,central,district #22
79780,dong hoi,central,district #22
79781,tam ky,central,district #22
79782,kon tum,central,district #22
79783,kon tum,central,district #22
79785,nha trang,central,district #22
79786,phan thiet,central,district #22
79788,tam ky,central,district #22
79789,tuy hoa,central,district #22
79830,quang ngai,central,district #22
79831,phan rang-thap cham,central,district #22
79832,phan thiet,central,district #22
79834,tam ky,central,district #22
79842,tuy hoa,central,district #22
79843,quang ngai,central,district #22
79845,phan rang-thap cham,central,district #22
79846,hoi an,central,district #22
79848,tuy hoa,central,district #22
79852,dong hoi,central,district #22
75201,tam ky,central,district #22
75202,quy nhon,central,district #22
75203,tuy hoa,central,district #22
75204,quy nhon,central,district #22
75205,da nang,central,district #22
75206,kon tum,central,district #22
75207,tam ky,central,district #22
75208,hue,central,district #22
75209,hoi an,central,district #22
75210,phan rang-thap cham,central,district #22
75211,nha trang,central,district #22
75212,nha trang,central,district #22
75214,tam ky,central,district #22
75215,da nang,central,district #22
75216,quang ngai,central,district #22
75217,da nang,central,district #22
75218,phan thiet,central,district #22
75219,tam ky,central,district #22
75220,hoi an,central,district #22
75221,tam ky,central,district #22
75222,hoi an,central,district #22
75223,nha trang,central,district #22
75224,hue,central,district #22
75225,tuy hoa,central,district #22
75226,kon tum,central,district #22
75227,tam ky,central,district #22
